hpo_approach_id,run_id,iteration,config_original_idx,lr,num_layers,hidden_size,dropout_rate,weight_decay,device_used,processing_start_time_abs,processing_duration_s,test_accuracy,train_accuracy,fitness_score
DynamicPull_GPUmicrobatch,c6468262,9,3,2.757865e-03,3,328,0.0000,1.102386e-05,cpu,1747257752.084,28.862,0.7771,0.7822,0.7771
DynamicPull_GPUmicrobatch,c6468262,9,17,5.523974e-03,3,149,0.3043,2.961492e-05,cuda,1747257778.247,3.445,0.7497,0.7530,0.7497
DynamicPull_GPUmicrobatch,c6468262,9,8,2.128710e-03,1,207,0.1435,1.337374e-06,cuda,1747257781.693,2.559,0.7536,0.7586,0.7536
DynamicPull_GPUmicrobatch,c6468262,9,6,2.847607e-03,3,334,0.0215,1.102386e-05,cpu,1747257752.009,35.226,0.7768,0.7852,0.7768
DynamicPull_GPUmicrobatch,c6468262,9,4,3.705435e-05,3,92,0.1119,1.983123e-06,cuda,1747257782.870,3.242,0.6290,0.6338,0.6290
DynamicPull_GPUmicrobatch,c6468262,9,18,5.398255e-05,1,124,0.3845,3.186252e-05,cuda,1747257786.112,2.968,0.6175,0.6236,0.6175
DynamicPull_GPUmicrobatch,c6468262,9,2,7.842760e-04,4,331,0.3707,4.917540e-05,cpu,1747257751.989,38.555,0.7436,0.7422,0.7436
DynamicPull_GPUmicrobatch,c6468262,9,9,9.010350e-04,1,94,0.0266,3.074056e-05,cuda,1747257789.080,2.446,0.7357,0.7416,0.7357
DynamicPull_GPUmicrobatch,c6468262,9,0,1.939464e-04,1,51,0.1472,5.736622e-07,cuda,1747257791.527,2.987,0.6656,0.6780,0.6656
DynamicPull_GPUmicrobatch,c6468262,9,10,4.394398e-05,2,140,0.3453,7.681580e-06,cpu,1747257780.949,14.953,0.6431,0.6448,0.6431
DynamicPull_GPUmicrobatch,c6468262,9,12,3.596334e-03,3,67,0.3889,3.697212e-07,cpu,1747257785.853,10.418,0.7366,0.7434,0.7366
DynamicPull_GPUmicrobatch,c6468262,9,7,5.823736e-05,4,38,0.1838,1.219109e-07,cpu,1747257789.165,8.011,0.4954,0.4946,0.4954
DynamicPull_GPUmicrobatch,c6468262,10,16,2.847607e-03,4,334,0.0215,1.102386e-05,cuda,1747257800.064,5.681,0.7721,0.7774,0.7721
DynamicPull_GPUmicrobatch,c6468262,10,7,2.757865e-03,3,328,0.0205,1.102386e-05,cuda,1747257805.745,4.004,0.7788,0.7796,0.7788
DynamicPull_GPUmicrobatch,c6468262,10,10,2.757865e-03,2,336,0.0072,1.129324e-05,cuda,1747257809.750,3.700,0.7773,0.7878,0.7773
DynamicPull_GPUmicrobatch,c6468262,10,14,3.057992e-03,2,336,0.0072,1.129324e-05,cuda,1747257813.450,3.309,0.7714,0.7890,0.7714
DynamicPull_GPUmicrobatch,c6468262,10,2,4.046730e-03,2,334,0.0000,1.265557e-05,cuda,1747257815.376,2.830,0.7846,0.7980,0.7846
DynamicPull_GPUmicrobatch,c6468262,10,9,4.768769e-03,2,334,0.0122,1.265557e-05,cuda,1747257818.206,3.084,0.7741,0.7800,0.7741
DynamicPull_GPUmicrobatch,c6468262,10,18,2.757865e-03,2,334,0.0000,1.104488e-05,cuda,1747257821.291,3.453,0.7714,0.7764,0.7714
DynamicPull_GPUmicrobatch,c6468262,10,5,2.757865e-03,3,328,0.0000,1.367066e-05,cpu,1747257800.173,27.588,0.7770,0.7848,0.7770
DynamicPull_GPUmicrobatch,c6468262,10,0,8.096990e-03,2,288,0.2954,2.184780e-04,cuda,1747257824.743,2.971,0.7347,0.7408,0.7347
DynamicPull_GPUmicrobatch,c6468262,10,3,9.600383e-05,1,321,0.1811,7.847949e-05,cuda,1747257827.714,2.577,0.6921,0.6968,0.6921
DynamicPull_GPUmicrobatch,c6468262,10,6,2.847607e-03,3,334,0.0765,1.102386e-05,cpu,1747257800.099,32.893,0.7596,0.7712,0.7596
DynamicPull_GPUmicrobatch,c6468262,10,15,1.807218e-04,1,309,0.2890,1.865940e-05,cuda,1747257830.292,2.587,0.7188,0.7232,0.7188
DynamicPull_GPUmicrobatch,c6468262,10,19,2.847607e-03,3,334,0.0215,1.102386e-05,cpu,1747257800.120,34.327,0.7683,0.7812,0.7683
DynamicPull_GPUmicrobatch,c6468262,10,8,7.172049e-04,4,77,0.1419,1.449597e-07,cuda,1747257832.885,3.432,0.7355,0.7426,0.7355
DynamicPull_GPUmicrobatch,c6468262,10,4,4.828824e-03,4,39,0.1574,1.431064e-07,cuda,1747257836.317,3.372,0.7311,0.7346,0.7311
DynamicPull_GPUmicrobatch,c6468262,10,12,1.363501e-03,2,45,0.1240,9.265563e-05,cuda,1747257839.689,2.944,0.7356,0.7404,0.7356
DynamicPull_GPUmicrobatch,c6468262,10,11,6.706428e-04,2,113,0.5323,3.149364e-07,cpu,1747257833.073,12.800,0.7279,0.7288,0.7279
DynamicPull_GPUmicrobatch,c6468262,10,1,9.441718e-03,3,34,0.2104,2.537305e-06,cuda,1747257842.633,3.522,0.7182,0.7228,0.7182
DynamicPull_GPUmicrobatch,c6468262,10,13,8.530536e-03,4,149,0.3690,3.834285e-07,cpu,1747257826.396,20.563,0.7248,0.7282,0.7248
DynamicPull_GPUmicrobatch,c6468262,10,17,3.286558e-04,3,124,0.0143,2.024143e-04,cpu,1747257831.610,15.613,0.7387,0.7454,0.7387
DynamicPull_GPUmicrobatch,c6468262,11,3,2.757865e-03,3,328,0.0205,1.005607e-05,cuda,1747257848.880,5.015,0.7746,0.7754,0.7746
DynamicPull_GPUmicrobatch,c6468262,11,11,2.757865e-03,3,328,0.0126,1.367066e-05,cuda,1747257853.896,3.454,0.7748,0.7750,0.7748
DynamicPull_GPUmicrobatch,c6468262,11,18,2.757865e-03,3,328,0.0205,1.015428e-05,cuda,1747257857.350,3.447,0.7749,0.7752,0.7749
DynamicPull_GPUmicrobatch,c6468262,11,17,4.995517e-03,2,369,0.1349,1.251296e-07,cuda,1747257860.798,3.080,0.7628,0.7566,0.7628
DynamicPull_GPUmicrobatch,c6468262,11,15,4.046730e-03,2,360,0.0000,1.265557e-05,cuda,1747257863.878,3.003,0.7679,0.7726,0.7679
DynamicPull_GPUmicrobatch,c6468262,11,2,4.768769e-03,2,334,0.0000,1.265557e-05,cuda,1747257866.898,3.184,0.7811,0.7900,0.7811
DynamicPull_GPUmicrobatch,c6468262,11,6,4.046730e-03,2,334,0.0000,1.265557e-05,cuda,1747257870.083,2.964,0.7791,0.7772,0.7791
DynamicPull_GPUmicrobatch,c6468262,11,16,3.289246e-03,2,334,0.0000,1.265557e-05,cuda,1747257873.047,2.891,0.7776,0.7798,0.7776
DynamicPull_GPUmicrobatch,c6468262,11,1,4.046730e-03,3,334,0.0000,1.265557e-05,cpu,1747257848.873,29.358,0.7710,0.7892,0.7710
DynamicPull_GPUmicrobatch,c6468262,11,7,6.429272e-05,2,453,0.0232,7.022849e-07,cpu,1747257848.869,30.247,0.7284,0.7238,0.7284
DynamicPull_GPUmicrobatch,c6468262,11,8,2.757865e-03,3,248,0.0205,1.102386e-05,cuda,1747257874.473,3.730,0.7760,0.7764,0.7760
DynamicPull_GPUmicrobatch,c6468262,11,9,8.970863e-03,4,171,0.0130,1.403642e-04,cuda,1747257878.203,4.034,0.7522,0.7536,0.7522
DynamicPull_GPUmicrobatch,c6468262,11,0,1.008064e-03,1,410,0.1506,9.663379e-05,cuda,1747257882.237,2.557,0.7521,0.7428,0.7521
DynamicPull_GPUmicrobatch,c6468262,11,10,5.046702e-04,3,178,0.5330,1.547608e-04,cuda,1747257884.795,3.168,0.7253,0.7176,0.7253
DynamicPull_GPUmicrobatch,c6468262,11,14,2.742238e-03,4,334,0.0215,1.102386e-05,cpu,1747257848.859,42.235,0.7708,0.7792,0.7708
DynamicPull_GPUmicrobatch,c6468262,11,13,3.769967e-05,1,510,0.0113,9.763400e-06,cpu,1747257876.768,13.651,0.6598,0.6662,0.6598
DynamicPull_GPUmicrobatch,c6468262,11,4,4.766200e-03,1,350,0.3108,4.617097e-07,cuda,1747257887.963,2.600,0.7474,0.7456,0.7474
DynamicPull_GPUmicrobatch,c6468262,11,19,9.816540e-05,3,68,0.1970,6.991406e-07,cpu,1747257889.638,5.395,0.6810,0.6774,0.6810
DynamicPull_GPUmicrobatch,c6468262,11,5,7.036254e-04,4,200,0.2411,2.794092e-05,cpu,1747257877.659,17.764,0.7444,0.7408,0.7444
DynamicPull_GPUmicrobatch,c6468262,11,12,3.196748e-04,4,44,0.1272,1.795155e-06,cpu,1747257890.421,6.840,0.7137,0.7134,0.7137
DynamicPull_GPUmicrobatch,c6468262,12,15,3.048771e-03,4,306,0.3567,5.037295e-06,cuda,1747257900.351,5.357,0.7514,0.7396,0.7514
DynamicPull_GPUmicrobatch,c6468262,12,9,4.768769e-03,2,334,0.0000,1.265557e-05,cuda,1747257905.709,3.218,0.7773,0.7760,0.7773
DynamicPull_GPUmicrobatch,c6468262,12,11,3.289246e-03,2,334,0.0000,1.314543e-05,cuda,1747257908.932,3.081,0.7777,0.7802,0.7777
DynamicPull_GPUmicrobatch,c6468262,12,14,4.929388e-03,2,334,0.0000,1.265557e-05,cuda,1747257912.013,3.069,0.7685,0.7728,0.7685
DynamicPull_GPUmicrobatch,c6468262,12,19,3.289246e-03,2,334,0.0000,1.265557e-05,cuda,1747257915.083,2.975,0.7711,0.7630,0.7711
DynamicPull_GPUmicrobatch,c6468262,12,0,2.718222e-03,3,248,0.0205,1.102386e-05,cuda,1747257918.063,3.329,0.7719,0.7684,0.7719
DynamicPull_GPUmicrobatch,c6468262,12,2,2.751039e-03,3,248,0.0205,1.102386e-05,cuda,1747257919.416,3.467,0.7647,0.7648,0.7647
DynamicPull_GPUmicrobatch,c6468262,12,13,2.757865e-03,3,248,0.0672,1.102386e-05,cuda,1747257922.883,3.672,0.7634,0.7646,0.7634
DynamicPull_GPUmicrobatch,c6468262,12,16,1.445169e-03,3,244,0.2667,2.659516e-06,cuda,1747257926.573,3.546,0.7533,0.7442,0.7533
DynamicPull_GPUmicrobatch,c6468262,12,10,2.757865e-03,3,328,0.0126,1.263413e-05,cpu,1747257900.362,32.552,0.7809,0.7822,0.7809
DynamicPull_GPUmicrobatch,c6468262,12,8,1.990268e-03,4,238,0.5007,1.854663e-06,cpu,1747257900.374,34.032,0.7400,0.7570,0.7400
DynamicPull_GPUmicrobatch,c6468262,12,12,1.514857e-03,1,502,0.4297,7.252134e-05,cuda,1747257930.119,2.654,0.7539,0.7378,0.7539
DynamicPull_GPUmicrobatch,c6468262,12,6,2.757865e-03,3,328,0.0205,1.038573e-05,cpu,1747257900.356,36.668,0.7749,0.7824,0.7749
DynamicPull_GPUmicrobatch,c6468262,12,17,4.046730e-03,1,334,0.0000,1.265557e-05,cuda,1747257932.773,2.740,0.7630,0.7488,0.7630
DynamicPull_GPUmicrobatch,c6468262,12,18,4.098599e-03,4,49,0.3386,9.230106e-05,cuda,1747257935.513,3.926,0.7337,0.7158,0.7337
DynamicPull_GPUmicrobatch,c6468262,12,7,3.775535e-04,3,33,0.3761,1.300209e-07,cuda,1747257939.439,3.058,0.7024,0.6836,0.7024
DynamicPull_GPUmicrobatch,c6468262,12,1,8.641810e-05,1,473,0.1974,1.393225e-04,cpu,1747257930.934,14.337,0.7026,0.6954,0.7026
DynamicPull_GPUmicrobatch,c6468262,12,4,3.834033e-04,2,36,0.2186,3.647358e-06,cuda,1747257942.505,2.817,0.7154,0.6976,0.7154
DynamicPull_GPUmicrobatch,c6468262,12,5,1.305964e-04,2,244,0.2447,4.569424e-06,cpu,1747257932.438,14.397,0.7285,0.7352,0.7285
DynamicPull_GPUmicrobatch,c6468262,12,3,7.783176e-05,3,66,0.4655,2.413325e-07,cpu,1747257935.045,12.074,0.5786,0.5778,0.5786
DynamicPull_GPUmicrobatch,c6468262,13,11,2.757865e-03,3,328,0.0126,1.132986e-05,cuda,1747257950.371,5.051,0.7709,0.7790,0.7709
DynamicPull_GPUmicrobatch,c6468262,13,16,2.150608e-03,3,328,0.0126,1.263413e-05,cuda,1747257954.051,3.228,0.7838,0.7924,0.7838
DynamicPull_GPUmicrobatch,c6468262,13,5,4.768769e-03,2,368,0.0000,1.265557e-05,cuda,1747257957.280,3.952,0.7799,0.7920,0.7799
DynamicPull_GPUmicrobatch,c6468262,13,2,2.757865e-03,3,280,0.0205,1.038573e-05,cuda,1747257961.232,3.303,0.7775,0.7898,0.7775
DynamicPull_GPUmicrobatch,c6468262,13,8,3.289246e-03,2,334,0.0000,1.008255e-05,cuda,1747257964.536,2.949,0.7745,0.7788,0.7745
DynamicPull_GPUmicrobatch,c6468262,13,10,5.913808e-03,2,334,0.0000,1.265557e-05,cuda,1747257967.495,3.118,0.7733,0.7866,0.7733
DynamicPull_GPUmicrobatch,c6468262,13,17,3.289246e-03,2,334,0.0000,1.253996e-05,cuda,1747257970.613,3.859,0.7848,0.7882,0.7848
DynamicPull_GPUmicrobatch,c6468262,13,14,4.275990e-05,1,365,0.3926,2.342722e-07,cuda,1747257974.472,2.835,0.6519,0.6500,0.6519
DynamicPull_GPUmicrobatch,c6468262,13,6,2.757865e-03,3,328,0.0205,9.390514e-06,cpu,1747257950.210,31.329,0.7809,0.7920,0.7809
DynamicPull_GPUmicrobatch,c6468262,13,4,1.927142e-03,4,135,0.5332,1.877189e-05,cuda,1747257977.307,3.490,0.7176,0.7166,0.7176
DynamicPull_GPUmicrobatch,c6468262,13,3,2.757865e-03,3,328,0.0126,1.263413e-05,cpu,1747257950.202,31.965,0.7798,0.7836,0.7798
DynamicPull_GPUmicrobatch,c6468262,13,18,2.503607e-03,1,136,0.1247,1.827957e-04,cuda,1747257980.797,2.913,0.7583,0.7564,0.7583
DynamicPull_GPUmicrobatch,c6468262,13,12,8.085755e-05,4,55,0.0877,7.418318e-06,cuda,1747257982.271,3.741,0.6858,0.6818,0.6858
DynamicPull_GPUmicrobatch,c6468262,13,15,2.805727e-03,4,286,0.1483,8.828709e-06,cpu,1747257950.124,40.775,0.7623,0.7624,0.7623
DynamicPull_GPUmicrobatch,c6468262,13,0,3.289246e-03,1,334,0.0000,1.265557e-05,cpu,1747257980.167,9.523,0.7605,0.7656,0.7605
DynamicPull_GPUmicrobatch,c6468262,13,13,1.758318e-04,4,55,0.1995,7.602941e-05,cuda,1747257986.013,3.830,0.7051,0.6978,0.7051
DynamicPull_GPUmicrobatch,c6468262,13,19,5.392340e-03,1,42,0.2520,1.435448e-06,cuda,1747257989.843,3.063,0.7395,0.7440,0.7395
DynamicPull_GPUmicrobatch,c6468262,13,7,2.389987e-03,4,119,0.0693,5.001545e-05,cpu,1747257980.796,16.253,0.7656,0.7632,0.7656
DynamicPull_GPUmicrobatch,c6468262,13,9,7.101396e-05,1,59,0.0169,1.185770e-04,cpu,1747257988.252,7.375,0.6397,0.6354,0.6397
DynamicPull_GPUmicrobatch,c6468262,13,1,7.330856e-05,2,61,0.4048,6.614838e-07,cpu,1747257988.087,7.652,0.6308,0.6298,0.6308
DynamicPull_GPUmicrobatch,c6468262,14,10,2.757865e-03,3,328,0.0257,9.390514e-06,cuda,1747257999.195,5.107,0.7587,0.7678,0.7587
DynamicPull_GPUmicrobatch,c6468262,14,14,2.620616e-03,3,328,0.0126,1.263413e-05,cuda,1747258004.302,4.267,0.7802,0.7888,0.7802
DynamicPull_GPUmicrobatch,c6468262,14,19,2.398574e-03,3,280,0.0205,1.038573e-05,cuda,1747258008.570,3.406,0.7632,0.7706,0.7632
DynamicPull_GPUmicrobatch,c6468262,14,0,3.289246e-03,2,334,0.0000,1.253996e-05,cuda,1747258011.976,3.089,0.7810,0.7990,0.7810
DynamicPull_GPUmicrobatch,c6468262,14,11,3.289246e-03,2,334,0.0000,1.253996e-05,cuda,1747258013.691,2.881,0.7736,0.7818,0.7736
DynamicPull_GPUmicrobatch,c6468262,14,12,3.289246e-03,2,334,0.0000,1.178669e-05,cuda,1747258016.572,3.314,0.7757,0.7938,0.7757
DynamicPull_GPUmicrobatch,c6468262,14,13,2.757865e-03,2,280,0.0205,1.038573e-05,cuda,1747258019.886,3.690,0.7774,0.7916,0.7774
DynamicPull_GPUmicrobatch,c6468262,14,4,2.150608e-03,3,328,0.0126,1.257339e-05,cpu,1747257999.025,27.080,0.7656,0.7704,0.7656
DynamicPull_GPUmicrobatch,c6468262,14,9,8.480646e-05,2,128,0.0457,1.280746e-06,cuda,1747258023.576,2.970,0.7095,0.7012,0.7095
DynamicPull_GPUmicrobatch,c6468262,14,6,2.150608e-03,3,328,0.0000,1.263413e-05,cpu,1747257999.112,29.694,0.7825,0.7938,0.7825
DynamicPull_GPUmicrobatch,c6468262,14,5,2.757865e-03,3,328,0.1125,9.390514e-06,cpu,1747257999.110,29.977,0.7607,0.7706,0.7607
DynamicPull_GPUmicrobatch,c6468262,14,16,1.290890e-03,4,65,0.0083,1.739678e-04,cuda,1747258026.566,3.795,0.7473,0.7488,0.7473
DynamicPull_GPUmicrobatch,c6468262,14,2,9.355187e-03,3,40,0.3837,4.294691e-05,cuda,1747258030.360,3.090,0.7296,0.7250,0.7296
DynamicPull_GPUmicrobatch,c6468262,14,7,1.200440e-04,1,70,0.5686,1.968890e-06,cuda,1747258033.451,2.767,0.6479,0.6446,0.6479
DynamicPull_GPUmicrobatch,c6468262,14,17,5.552366e-05,1,66,0.5904,6.479466e-05,cuda,1747258036.218,2.452,0.5989,0.5954,0.5989
DynamicPull_GPUmicrobatch,c6468262,14,8,6.891180e-03,1,38,0.1983,2.826482e-07,cuda,1747258038.671,2.707,0.7423,0.7402,0.7423
DynamicPull_GPUmicrobatch,c6468262,14,15,5.202477e-05,3,90,0.2647,4.340424e-07,cpu,1747258024.742,17.447,0.6447,0.6568,0.6447
DynamicPull_GPUmicrobatch,c6468262,14,1,4.187455e-04,4,63,0.1564,3.414141e-05,cpu,1747258027.432,16.182,0.7300,0.7286,0.7300
DynamicPull_GPUmicrobatch,c6468262,14,18,8.975544e-05,3,41,0.2122,1.927318e-07,cpu,1747258027.711,16.050,0.5811,0.5828,0.5811
DynamicPull_GPUmicrobatch,c6468262,14,3,1.344685e-03,1,32,0.4471,1.590214e-04,cuda,1747258041.379,2.426,0.7237,0.7250,0.7237
DynamicPull_GPUmicrobatch,c6468262,15,14,2.231166e-03,3,328,0.0126,1.263413e-05,cuda,1747258045.741,5.076,0.7691,0.7868,0.7691
DynamicPull_GPUmicrobatch,c6468262,15,15,2.150608e-03,3,328,0.0000,1.263413e-05,cuda,1747258050.818,3.085,0.7728,0.7832,0.7728
DynamicPull_GPUmicrobatch,c6468262,15,9,1.376097e-04,3,306,0.4641,9.243702e-05,cuda,1747258053.903,4.957,0.7184,0.7160,0.7184
DynamicPull_GPUmicrobatch,c6468262,15,3,3.289246e-03,2,352,0.0000,1.253996e-05,cuda,1747258058.861,3.111,0.7783,0.7904,0.7783
DynamicPull_GPUmicrobatch,c6468262,15,18,8.512174e-04,2,335,0.4523,4.206018e-06,cuda,1747258061.971,3.429,0.7471,0.7404,0.7471
DynamicPull_GPUmicrobatch,c6468262,15,8,3.289246e-03,2,334,0.0846,1.253996e-05,cuda,1747258065.400,4.261,0.7747,0.7782,0.7747
DynamicPull_GPUmicrobatch,c6468262,15,5,2.150608e-03,3,328,0.0000,1.263413e-05,cpu,1747258045.700,26.698,0.7692,0.7780,0.7692
DynamicPull_GPUmicrobatch,c6468262,15,12,3.289246e-03,2,334,0.0000,1.024694e-05,cuda,1747258069.661,2.960,0.7708,0.7858,0.7708
DynamicPull_GPUmicrobatch,c6468262,15,2,2.338590e-03,3,328,0.0126,1.263413e-05,cpu,1747258045.685,29.659,0.7724,0.7782,0.7724
DynamicPull_GPUmicrobatch,c6468262,15,17,3.881621e-03,2,334,0.0000,1.178669e-05,cuda,1747258072.621,2.890,0.7726,0.7836,0.7726
DynamicPull_GPUmicrobatch,c6468262,15,10,2.150608e-03,4,328,0.0000,1.263413e-05,cpu,1747258045.673,29.941,0.7693,0.7772,0.7693
DynamicPull_GPUmicrobatch,c6468262,15,6,2.356442e-04,2,166,0.0149,2.043966e-07,cuda,1747258074.062,2.915,0.7320,0.7366,0.7320
DynamicPull_GPUmicrobatch,c6468262,15,4,4.478850e-04,4,61,0.4666,9.098951e-05,cuda,1747258076.976,3.945,0.6948,0.6946,0.6948
DynamicPull_GPUmicrobatch,c6468262,15,0,1.722930e-03,3,49,0.5750,1.613882e-05,cuda,1747258080.922,3.270,0.7123,0.7136,0.7123
DynamicPull_GPUmicrobatch,c6468262,15,1,1.820273e-04,1,79,0.2690,8.579107e-06,cuda,1747258084.191,2.540,0.6792,0.6788,0.6792
DynamicPull_GPUmicrobatch,c6468262,15,19,4.748146e-05,1,419,0.4843,4.152216e-06,cpu,1747258073.895,15.655,0.6538,0.6536,0.6538
DynamicPull_GPUmicrobatch,c6468262,15,7,1.989013e-04,3,37,0.0984,1.585240e-06,cuda,1747258086.731,3.193,0.7102,0.7056,0.7102
DynamicPull_GPUmicrobatch,c6468262,15,16,3.655706e-05,3,96,0.4857,7.131551e-06,cpu,1747258074.165,17.413,0.5049,0.5114,0.5049
DynamicPull_GPUmicrobatch,c6468262,15,13,3.289246e-03,2,334,0.0000,1.319652e-05,cpu,1747258072.400,21.218,0.7727,0.7776,0.7727
DynamicPull_GPUmicrobatch,c6468262,15,11,7.208669e-05,1,67,0.3693,2.393036e-07,cpu,1747258089.559,2.893,0.6216,0.6212,0.6216
DynamicPull_GPUmicrobatch,c6468262,16,3,3.881621e-03,2,376,0.0000,1.178669e-05,cuda,1747258095.487,4.434,0.7761,0.7884,0.7761
DynamicPull_GPUmicrobatch,c6468262,16,4,2.768920e-03,2,352,0.0000,1.253996e-05,cuda,1747258099.921,2.740,0.7760,0.7832,0.7760
DynamicPull_GPUmicrobatch,c6468262,16,5,3.289246e-03,2,352,0.0000,1.253996e-05,cuda,1747258102.662,3.863,0.7771,0.7916,0.7771
DynamicPull_GPUmicrobatch,c6468262,16,15,3.289246e-03,2,334,0.0239,1.253996e-05,cuda,1747258105.126,3.238,0.7673,0.7844,0.7673
DynamicPull_GPUmicrobatch,c6468262,16,17,3.909300e-03,2,334,0.0000,1.319652e-05,cuda,1747258108.365,2.830,0.7749,0.7918,0.7749
DynamicPull_GPUmicrobatch,c6468262,16,18,4.719648e-03,2,334,0.0000,1.178669e-05,cuda,1747258111.195,3.250,0.7781,0.7894,0.7781
DynamicPull_GPUmicrobatch,c6468262,16,0,2.939454e-03,2,352,0.0000,1.253996e-05,cpu,1747258095.508,22.989,0.7813,0.7940,0.7813
DynamicPull_GPUmicrobatch,c6468262,16,19,2.338590e-03,2,328,0.0126,1.263413e-05,cuda,1747258114.446,3.180,0.7717,0.7844,0.7717
DynamicPull_GPUmicrobatch,c6468262,16,12,6.822797e-03,3,225,0.2293,3.155933e-05,cuda,1747258117.626,3.561,0.7581,0.7706,0.7581
DynamicPull_GPUmicrobatch,c6468262,16,9,2.607876e-04,2,449,0.5943,1.207745e-07,cpu,1747258095.442,30.048,0.7268,0.7336,0.7268
DynamicPull_GPUmicrobatch,c6468262,16,6,7.004729e-04,2,291,0.0544,5.093697e-07,cuda,1747258121.188,3.924,0.7558,0.7710,0.7558
DynamicPull_GPUmicrobatch,c6468262,16,7,2.150608e-03,3,328,0.0000,1.263413e-05,cpu,1747258095.454,33.253,0.7878,0.7954,0.7878
DynamicPull_GPUmicrobatch,c6468262,16,1,7.435020e-05,3,174,0.2313,1.108600e-06,cuda,1747258125.112,2.991,0.7117,0.7162,0.7117
DynamicPull_GPUmicrobatch,c6468262,16,16,6.323637e-04,2,52,0.0223,2.381237e-07,cuda,1747258128.105,3.011,0.7336,0.7376,0.7336
DynamicPull_GPUmicrobatch,c6468262,16,14,3.289246e-03,2,320,0.0000,1.319652e-05,cpu,1747258117.111,16.164,0.7774,0.7890,0.7774
DynamicPull_GPUmicrobatch,c6468262,16,13,8.934417e-04,2,35,0.3424,3.541325e-05,cuda,1747258131.124,3.520,0.7259,0.7282,0.7259
DynamicPull_GPUmicrobatch,c6468262,16,2,8.754269e-03,1,36,0.0766,8.187814e-05,cuda,1747258134.644,2.324,0.7411,0.7562,0.7411
DynamicPull_GPUmicrobatch,c6468262,16,11,1.373895e-03,1,43,0.4633,2.892918e-04,cpu,1747258133.275,7.545,0.7311,0.7326,0.7311
DynamicPull_GPUmicrobatch,c6468262,16,8,2.507926e-03,3,211,0.2513,5.720797e-06,cpu,1747258124.093,16.856,0.7587,0.7568,0.7587
DynamicPull_GPUmicrobatch,c6468262,16,10,3.288205e-03,4,75,0.4934,1.695744e-07,cpu,1747258127.318,13.736,0.7133,0.7210,0.7133
DynamicPull_GPUmicrobatch,c6468262,17,11,3.881621e-03,3,376,0.0000,1.178669e-05,cuda,1747258142.948,4.799,0.7746,0.7904,0.7746
DynamicPull_GPUmicrobatch,c6468262,17,0,2.150608e-03,3,328,0.0413,1.263413e-05,cuda,1747258147.748,4.209,0.7733,0.7868,0.7733
DynamicPull_GPUmicrobatch,c6468262,17,12,2.150608e-03,3,328,0.0000,1.263413e-05,cuda,1747258151.958,2.856,0.7643,0.7782,0.7643
DynamicPull_GPUmicrobatch,c6468262,17,9,1.818776e-03,4,264,0.4878,2.058544e-04,cuda,1747258154.814,4.049,0.7431,0.7498,0.7431
DynamicPull_GPUmicrobatch,c6468262,17,16,3.842416e-03,2,376,0.0000,1.178669e-05,cuda,1747258158.863,2.967,0.7746,0.7870,0.7746
DynamicPull_GPUmicrobatch,c6468262,17,14,4.719648e-03,2,334,0.0000,1.344697e-05,cuda,1747258161.831,3.690,0.7797,0.7830,0.7797
DynamicPull_GPUmicrobatch,c6468262,17,15,4.719648e-03,2,334,0.1067,1.178669e-05,cuda,1747258165.527,3.422,0.7681,0.7780,0.7681
DynamicPull_GPUmicrobatch,c6468262,17,19,5.131758e-03,2,334,0.0000,1.178669e-05,cuda,1747258167.543,2.978,0.7718,0.7854,0.7718
DynamicPull_GPUmicrobatch,c6468262,17,7,2.150608e-03,2,328,0.0000,1.263413e-05,cuda,1747258170.522,3.767,0.7728,0.7858,0.7728
DynamicPull_GPUmicrobatch,c6468262,17,13,8.697110e-04,2,319,0.2242,1.348577e-06,cuda,1747258174.290,3.349,0.7570,0.7586,0.7570
DynamicPull_GPUmicrobatch,c6468262,17,17,2.150608e-03,3,400,0.0000,1.263413e-05,cpu,1747258142.925,38.312,0.7634,0.7658,0.7634
DynamicPull_GPUmicrobatch,c6468262,17,1,1.184261e-04,1,483,0.4696,5.331916e-07,cuda,1747258177.639,3.025,0.7075,0.7014,0.7075
DynamicPull_GPUmicrobatch,c6468262,17,5,4.504307e-05,2,202,0.2889,1.783307e-07,cuda,1747258180.664,3.065,0.6755,0.6748,0.6755
DynamicPull_GPUmicrobatch,c6468262,17,2,1.880160e-04,2,500,0.5917,6.315881e-05,cpu,1747258142.940,42.866,0.7286,0.7218,0.7286
DynamicPull_GPUmicrobatch,c6468262,17,3,1.338678e-03,3,83,0.1662,2.985825e-07,cuda,1747258183.730,3.108,0.7415,0.7456,0.7415
DynamicPull_GPUmicrobatch,c6468262,17,8,7.776598e-03,2,44,0.2651,1.012599e-05,cuda,1747258186.837,2.884,0.7396,0.7458,0.7396
DynamicPull_GPUmicrobatch,c6468262,17,4,2.400450e-03,1,35,0.1891,8.774949e-06,cuda,1747258189.722,2.869,0.7355,0.7392,0.7355
DynamicPull_GPUmicrobatch,c6468262,17,18,2.679665e-03,2,106,0.0897,2.111449e-04,cpu,1747258184.409,10.784,0.7602,0.7550,0.7602
DynamicPull_GPUmicrobatch,c6468262,17,6,2.939454e-03,2,272,0.0000,1.253996e-05,cpu,1747258179.832,15.451,0.7584,0.7608,0.7584
