hpo_approach_id,run_id,iteration,config_original_idx,lr,num_layers,hidden_size,dropout_rate,weight_decay,device_used,processing_start_time_abs,processing_duration_s,test_accuracy,fitness_score,train_accuracy
StaticSplit_GPUx3,7c7346df,9,7,8.584397e-03,1,80,0.0165,1.335511e-07,cpu,1747256528.752,1.607,0.7590,0.7590,N/A
StaticSplit_GPUx3,7c7346df,9,8,8.552007e-03,2,87,0.0000,1.508743e-07,cpu,1747256530.359,1.768,0.7593,0.7593,N/A
StaticSplit_GPUx3,7c7346df,10,9,8.552007e-03,2,88,0.1175,1.210110e-07,cuda,1747256535.451,4.304,0.7546,0.7546,N/A
StaticSplit_GPUx3,7c7346df,10,12,4.776556e-03,2,112,0.0181,3.522974e-05,cuda,1747256539.755,3.101,0.7508,0.7508,N/A
StaticSplit_GPUx3,7c7346df,10,15,2.820155e-02,3,61,0.3048,3.802957e-06,cuda,1747256542.856,2.875,0.7000,0.7000,N/A
StaticSplit_GPUx3,7c7346df,10,18,4.075835e-03,2,200,0.0453,1.763484e-07,cuda,1747256544.611,2.815,0.7687,0.7687,N/A
StaticSplit_GPUx3,7c7346df,10,11,1.842688e-04,3,41,0.3281,4.115594e-05,cpu,1747256535.494,16.494,0.6779,0.6779,N/A
StaticSplit_GPUx3,7c7346df,10,14,1.449166e-04,2,58,0.2856,1.132052e-05,cpu,1747256550.868,3.822,0.6874,0.6874,N/A
StaticSplit_GPUx3,7c7346df,10,17,8.723052e-03,2,46,0.1197,1.744268e-07,cpu,1747256554.690,4.246,0.7453,0.7453,N/A
StaticSplit_GPUx3,7c7346df,10,10,8.723052e-03,2,46,0.0261,1.744268e-07,cpu,1747256535.465,14.332,0.7599,0.7599,N/A
StaticSplit_GPUx3,7c7346df,10,13,8.723052e-03,2,32,0.0261,1.744268e-07,cpu,1747256548.676,8.595,0.7507,0.7507,N/A
StaticSplit_GPUx3,7c7346df,10,16,8.723052e-03,2,48,0.0261,1.744268e-07,cpu,1747256557.271,2.974,0.7547,0.7547,N/A
StaticSplit_GPUx3,7c7346df,10,19,1.303416e-04,2,62,0.1168,1.538590e-06,cpu,1747256560.245,1.950,0.6837,0.6837,N/A
StaticSplit_GPUx3,7c7346df,10,0,1.021132e-02,2,80,0.1175,1.210110e-07,cpu,1747256535.427,14.407,0.7561,0.7561,N/A
StaticSplit_GPUx3,7c7346df,10,1,4.776556e-03,3,114,0.0181,3.522974e-05,cpu,1747256548.713,4.640,0.7698,0.7698,N/A
StaticSplit_GPUx3,7c7346df,10,2,1.473899e-02,3,143,0.1137,1.731908e-06,cpu,1747256553.353,5.618,0.7418,0.7418,N/A
StaticSplit_GPUx3,7c7346df,10,3,2.891168e-02,1,34,0.0253,2.186710e-05,cpu,1747256558.971,2.031,0.7340,0.7340,N/A
StaticSplit_GPUx3,7c7346df,10,4,1.053496e-02,2,96,0.0430,1.335511e-07,cpu,1747256561.002,2.063,0.7504,0.7504,N/A
StaticSplit_GPUx3,7c7346df,10,5,6.955263e-04,1,40,0.4582,2.540980e-05,cpu,1747256563.065,1.497,0.7198,0.7198,N/A
StaticSplit_GPUx3,7c7346df,10,6,3.316335e-03,3,40,0.3529,9.408995e-06,cpu,1747256564.562,2.024,0.7313,0.7313,N/A
StaticSplit_GPUx3,7c7346df,10,7,5.223417e-03,3,172,0.0941,4.466384e-07,cpu,1747256566.586,2.538,0.7650,0.7650,N/A
StaticSplit_GPUx3,7c7346df,10,8,9.808310e-03,2,46,0.0261,1.744268e-07,cpu,1747256569.125,1.755,0.7513,0.7513,N/A
StaticSplit_GPUx3,7c7346df,11,11,1.163538e-02,3,110,0.3746,2.640906e-05,cuda,1747256573.931,4.855,0.7294,0.7294,N/A
StaticSplit_GPUx3,7c7346df,11,14,8.723052e-03,2,48,0.0261,1.568607e-07,cuda,1747256577.662,2.768,0.7474,0.7474,N/A
StaticSplit_GPUx3,7c7346df,11,17,4.776556e-03,3,114,0.0181,4.061089e-05,cuda,1747256580.430,2.911,0.7632,0.7632,N/A
StaticSplit_GPUx3,7c7346df,11,9,1.533670e-03,2,62,0.3722,2.613158e-05,cpu,1747256573.863,13.440,0.7353,0.7353,N/A
StaticSplit_GPUx3,7c7346df,11,12,4.776556e-03,3,114,0.0181,3.522974e-05,cpu,1747256586.178,5.185,0.7678,0.7678,N/A
StaticSplit_GPUx3,7c7346df,11,15,2.899890e-02,1,44,0.2140,4.843980e-06,cpu,1747256591.363,4.038,0.7277,0.7277,N/A
StaticSplit_GPUx3,7c7346df,11,18,1.820429e-02,2,55,0.0890,8.935270e-05,cpu,1747256595.402,4.797,0.7462,0.7462,N/A
StaticSplit_GPUx3,7c7346df,11,10,1.021132e-02,2,80,0.1175,1.145612e-07,cpu,1747256573.923,12.005,0.7476,0.7476,N/A
StaticSplit_GPUx3,7c7346df,11,13,2.159702e-04,2,43,0.4768,5.768984e-07,cpu,1747256584.803,6.415,0.6732,0.6732,N/A
StaticSplit_GPUx3,7c7346df,11,16,5.223417e-03,3,172,0.0000,4.466384e-07,cpu,1747256591.219,6.670,0.7687,0.7687,N/A
StaticSplit_GPUx3,7c7346df,11,19,2.136914e-04,3,140,0.1768,3.087687e-05,cpu,1747256597.888,3.604,0.7285,0.7285,N/A
StaticSplit_GPUx3,7c7346df,11,0,1.311813e-04,2,40,0.1628,2.491802e-06,cpu,1747256573.807,11.764,0.6523,0.6523,N/A
StaticSplit_GPUx3,7c7346df,11,1,8.723052e-03,2,48,0.0261,1.744268e-07,cpu,1747256584.446,3.683,0.7544,0.7544,N/A
StaticSplit_GPUx3,7c7346df,11,2,2.937398e-03,1,143,0.2937,4.064130e-06,cpu,1747256588.129,4.061,0.7457,0.7457,N/A
StaticSplit_GPUx3,7c7346df,11,3,5.223417e-03,3,172,0.0941,4.005807e-07,cpu,1747256592.190,8.374,0.7542,0.7542,N/A
StaticSplit_GPUx3,7c7346df,11,4,9.975864e-03,3,155,0.3231,4.916069e-07,cpu,1747256600.565,2.895,0.7316,0.7316,N/A
StaticSplit_GPUx3,7c7346df,11,5,5.157083e-03,3,114,0.0181,3.522974e-05,cpu,1747256603.459,2.300,0.7652,0.7652,N/A
StaticSplit_GPUx3,7c7346df,11,6,4.075835e-03,1,200,0.0453,1.763484e-07,cpu,1747256605.760,1.673,0.7597,0.7597,N/A
StaticSplit_GPUx3,7c7346df,11,7,8.723052e-03,2,40,0.0261,1.744268e-07,cpu,1747256606.291,1.775,0.7574,0.7574,N/A
StaticSplit_GPUx3,7c7346df,11,8,2.706190e-03,2,55,0.4829,7.580235e-06,cpu,1747256608.067,1.819,0.7324,0.7324,N/A
StaticSplit_GPUx3,7c7346df,12,0,8.723052e-03,2,40,0.0261,1.540988e-07,cuda,1747256612.843,4.769,0.7579,0.7579,N/A
StaticSplit_GPUx3,7c7346df,12,1,3.901807e-03,1,200,0.0453,1.763484e-07,cuda,1747256617.611,2.869,0.7653,0.7653,N/A
StaticSplit_GPUx3,7c7346df,12,2,2.032426e-04,2,166,0.2788,1.675775e-05,cuda,1747256620.480,2.753,0.7270,0.7270,N/A
StaticSplit_GPUx3,7c7346df,12,3,5.223417e-03,3,172,0.0867,4.466384e-07,cuda,1747256623.233,3.405,0.7686,0.7686,N/A
StaticSplit_GPUx3,7c7346df,12,4,5.157083e-03,2,114,0.0181,3.522974e-05,cuda,1747256626.638,2.745,0.7698,0.7698,N/A
StaticSplit_GPUx3,7c7346df,12,5,4.075835e-03,1,192,0.0453,1.763484e-07,cuda,1747256629.383,2.415,0.7485,0.7485,N/A
StaticSplit_GPUx3,7c7346df,12,6,4.075835e-03,1,200,0.0453,2.193608e-07,cuda,1747256631.798,2.404,0.7554,0.7554,N/A
StaticSplit_GPUx3,7c7346df,12,7,1.442310e-03,3,39,0.4159,4.274619e-07,cuda,1747256634.202,3.017,0.7251,0.7251,N/A
StaticSplit_GPUx3,7c7346df,12,8,4.814881e-03,3,114,0.0181,3.522974e-05,cuda,1747256637.219,3.013,0.7689,0.7689,N/A
StaticSplit_GPUx3,7c7346df,12,10,1.953478e-02,1,62,0.0532,1.289464e-06,cpu,1747256612.879,14.086,0.7475,0.7475,N/A
StaticSplit_GPUx3,7c7346df,12,13,2.598625e-04,2,40,0.2662,3.482254e-07,cpu,1747256626.965,14.623,0.7071,0.7071,N/A
StaticSplit_GPUx3,7c7346df,12,16,5.223417e-03,3,172,0.0000,4.466384e-07,cpu,1747256640.375,4.592,0.7669,0.7669,N/A
StaticSplit_GPUx3,7c7346df,12,19,3.561573e-03,3,54,0.3434,6.092690e-07,cpu,1747256644.967,4.186,0.7362,0.7362,N/A
StaticSplit_GPUx3,7c7346df,12,11,4.776556e-03,3,114,0.0181,3.299029e-05,cpu,1747256612.955,24.934,0.7696,0.7696,N/A
StaticSplit_GPUx3,7c7346df,12,14,2.950888e-02,3,118,0.2894,9.697083e-06,cpu,1747256637.889,11.501,0.6953,0.6953,N/A
StaticSplit_GPUx3,7c7346df,12,17,4.328279e-04,2,49,0.0957,7.960598e-07,cpu,1747256648.177,2.695,0.7262,0.7262,N/A
StaticSplit_GPUx3,7c7346df,12,9,5.157083e-03,3,112,0.0181,3.522974e-05,cpu,1747256612.873,18.013,0.7661,0.7661,N/A
StaticSplit_GPUx3,7c7346df,12,12,2.192149e-03,3,57,0.0489,9.891718e-05,cpu,1747256630.886,12.595,0.7473,0.7473,N/A
StaticSplit_GPUx3,7c7346df,12,15,1.031822e-04,3,75,0.1436,1.608265e-07,cpu,1747256642.268,6.341,0.6991,0.6991,N/A
StaticSplit_GPUx3,7c7346df,12,18,1.134126e-04,3,74,0.1111,1.066657e-06,cpu,1747256648.609,3.081,0.7068,0.7068,N/A
StaticSplit_GPUx3,7c7346df,13,0,5.223417e-03,3,172,0.0000,4.466384e-07,cuda,1747256654.615,4.434,0.7693,0.7693,N/A
StaticSplit_GPUx3,7c7346df,13,1,7.023428e-04,3,46,0.0578,2.656937e-05,cuda,1747256659.049,3.501,0.7349,0.7349,N/A
StaticSplit_GPUx3,7c7346df,13,2,5.807318e-03,2,71,0.0277,8.712529e-06,cuda,1747256662.550,3.010,0.7662,0.7662,N/A
StaticSplit_GPUx3,7c7346df,13,3,3.255934e-03,3,39,0.4766,9.541008e-05,cuda,1747256665.559,3.258,0.7218,0.7218,N/A
StaticSplit_GPUx3,7c7346df,13,4,1.221057e-02,3,50,0.1969,1.717187e-07,cuda,1747256668.817,3.243,0.7318,0.7318,N/A
StaticSplit_GPUx3,7c7346df,13,5,5.157083e-03,3,112,0.0181,3.522974e-05,cuda,1747256670.793,3.125,0.7676,0.7676,N/A
StaticSplit_GPUx3,7c7346df,13,6,5.489459e-03,3,172,0.0000,4.466384e-07,cuda,1747256673.918,4.352,0.7616,0.7616,N/A
StaticSplit_GPUx3,7c7346df,13,7,4.709168e-03,3,114,0.0181,3.299029e-05,cuda,1747256678.271,3.312,0.7726,0.7726,N/A
StaticSplit_GPUx3,7c7346df,13,8,2.343040e-02,2,37,0.1055,2.016775e-06,cuda,1747256681.583,3.052,0.7400,0.7400,N/A
StaticSplit_GPUx3,7c7346df,13,11,4.791562e-04,2,144,0.1607,7.603251e-06,cpu,1747256654.742,13.200,0.7363,0.7363,N/A
StaticSplit_GPUx3,7c7346df,13,14,2.111153e-02,2,49,0.4660,2.276813e-05,cpu,1747256667.942,9.934,0.7122,0.7122,N/A
StaticSplit_GPUx3,7c7346df,13,17,5.157083e-03,2,114,0.0181,3.522974e-05,cpu,1747256676.609,10.573,0.7730,0.7730,N/A
StaticSplit_GPUx3,7c7346df,13,10,5.223417e-03,3,172,0.0565,4.466384e-07,cpu,1747256654.726,21.224,0.7684,0.7684,N/A
StaticSplit_GPUx3,7c7346df,13,13,3.733973e-03,2,187,0.1434,4.243272e-07,cpu,1747256674.683,13.121,0.7676,0.7676,N/A
StaticSplit_GPUx3,7c7346df,13,16,9.162895e-03,3,41,0.3685,1.501094e-06,cpu,1747256687.804,2.196,0.7321,0.7321,N/A
StaticSplit_GPUx3,7c7346df,13,19,4.490209e-03,2,114,0.0181,3.522974e-05,cpu,1747256690.000,2.259,0.7600,0.7600,N/A
StaticSplit_GPUx3,7c7346df,13,9,6.677816e-03,2,141,0.1120,1.698881e-07,cpu,1747256654.719,19.923,0.7541,0.7541,N/A
StaticSplit_GPUx3,7c7346df,13,12,4.231303e-03,3,172,0.0000,4.466384e-07,cpu,1747256673.375,14.190,0.7744,0.7744,N/A
StaticSplit_GPUx3,7c7346df,13,15,5.157083e-03,2,114,0.0181,4.094185e-05,cpu,1747256687.565,2.287,0.7739,0.7739,N/A
StaticSplit_GPUx3,7c7346df,13,18,5.223417e-03,2,172,0.0867,4.466384e-07,cpu,1747256689.853,2.563,0.7675,0.7675,N/A
StaticSplit_GPUx3,7c7346df,14,11,5.157083e-03,2,96,0.0181,4.094185e-05,cuda,1747256695.724,4.319,0.7716,0.7716,N/A
StaticSplit_GPUx3,7c7346df,14,14,4.231303e-03,3,144,0.0000,4.466384e-07,cuda,1747256698.727,2.919,0.7697,0.7697,N/A
StaticSplit_GPUx3,7c7346df,14,17,4.778132e-03,2,114,0.0181,4.094185e-05,cuda,1747256701.646,3.080,0.7733,0.7733,N/A
StaticSplit_GPUx3,7c7346df,14,9,3.234408e-03,3,172,0.0000,4.466384e-07,cpu,1747256695.539,13.651,0.7676,0.7676,N/A
StaticSplit_GPUx3,7c7346df,14,12,6.814234e-03,2,57,0.3553,2.203462e-05,cpu,1747256707.873,5.465,0.7361,0.7361,N/A
StaticSplit_GPUx3,7c7346df,14,15,5.574765e-04,3,100,0.2394,6.023280e-06,cpu,1747256713.338,4.689,0.7330,0.7330,N/A
StaticSplit_GPUx3,7c7346df,14,18,6.838762e-03,1,42,0.3055,6.121363e-05,cpu,1747256718.027,3.145,0.7383,0.7383,N/A
StaticSplit_GPUx3,7c7346df,14,10,8.258442e-04,3,113,0.4522,1.483801e-06,cpu,1747256695.632,15.027,0.7258,0.7258,N/A
StaticSplit_GPUx3,7c7346df,14,13,6.419772e-04,2,78,0.1612,3.502245e-07,cpu,1747256709.342,5.010,0.7383,0.7383,N/A
StaticSplit_GPUx3,7c7346df,14,16,3.125385e-03,2,176,0.4989,1.163153e-07,cpu,1747256714.353,7.189,0.7467,0.7467,N/A
StaticSplit_GPUx3,7c7346df,14,19,8.052594e-04,1,56,0.2390,2.518868e-07,cpu,1747256721.542,1.842,0.7253,0.7253,N/A
StaticSplit_GPUx3,7c7346df,14,0,4.231303e-03,3,172,0.0000,4.466384e-07,cpu,1747256695.529,14.077,0.7642,0.7642,N/A
StaticSplit_GPUx3,7c7346df,14,1,5.210865e-03,3,172,0.0000,4.466384e-07,cpu,1747256708.288,6.397,0.7593,0.7593,N/A
StaticSplit_GPUx3,7c7346df,14,2,4.709168e-03,3,114,0.0090,3.299029e-05,cpu,1747256714.685,6.098,0.7616,0.7616,N/A
StaticSplit_GPUx3,7c7346df,14,3,1.647912e-03,1,95,0.2074,7.537881e-05,cpu,1747256720.784,2.039,0.7416,0.7416,N/A
StaticSplit_GPUx3,7c7346df,14,4,1.026051e-02,3,108,0.1392,4.829799e-07,cpu,1747256722.823,2.441,0.7501,0.7501,N/A
StaticSplit_GPUx3,7c7346df,14,5,1.548807e-04,2,149,0.4384,1.529574e-05,cpu,1747256725.264,2.055,0.7117,0.7117,N/A
StaticSplit_GPUx3,7c7346df,14,6,5.041139e-03,3,172,0.0000,4.466384e-07,cpu,1747256727.319,2.358,0.7705,0.7705,N/A
StaticSplit_GPUx3,7c7346df,14,7,4.761347e-03,3,172,0.0000,4.466384e-07,cpu,1747256729.677,2.365,0.7701,0.7701,N/A
StaticSplit_GPUx3,7c7346df,14,8,5.157083e-03,2,112,0.0181,3.522974e-05,cpu,1747256730.844,1.916,0.7766,0.7766,N/A
StaticSplit_GPUx3,7c7346df,15,0,3.283401e-04,3,72,0.2826,3.636076e-06,cuda,1747256736.054,4.716,0.7231,0.7231,N/A
StaticSplit_GPUx3,7c7346df,15,1,4.761347e-03,3,172,0.0000,4.466384e-07,cuda,1747256740.770,2.849,0.7659,0.7659,N/A
StaticSplit_GPUx3,7c7346df,15,2,5.041139e-03,3,168,0.0000,4.466384e-07,cuda,1747256743.619,2.903,0.7584,0.7584,N/A
StaticSplit_GPUx3,7c7346df,15,3,3.757706e-03,3,128,0.2195,3.316926e-05,cuda,1747256746.522,3.318,0.7570,0.7570,N/A
StaticSplit_GPUx3,7c7346df,15,4,5.157083e-03,1,112,0.0181,3.522974e-05,cuda,1747256749.840,2.922,0.7496,0.7496,N/A
StaticSplit_GPUx3,7c7346df,15,5,4.761347e-03,3,176,0.0000,4.466384e-07,cuda,1747256752.762,3.240,0.7741,0.7741,N/A
StaticSplit_GPUx3,7c7346df,15,6,4.778132e-03,2,120,0.0181,4.094185e-05,cuda,1747256756.003,3.333,0.7705,0.7705,N/A
StaticSplit_GPUx3,7c7346df,15,7,7.880671e-03,3,111,0.2070,3.216681e-07,cuda,1747256759.336,3.874,0.7524,0.7524,N/A
StaticSplit_GPUx3,7c7346df,15,8,1.566180e-02,3,238,0.4037,1.901050e-05,cuda,1747256762.008,3.545,0.7028,0.7028,N/A
StaticSplit_GPUx3,7c7346df,15,11,8.452148e-04,3,74,0.4587,7.407241e-06,cpu,1747256736.116,22.863,0.7206,0.7206,N/A
StaticSplit_GPUx3,7c7346df,15,14,4.339066e-04,2,49,0.4202,5.598889e-07,cpu,1747256758.980,11.713,0.7185,0.7185,N/A
StaticSplit_GPUx3,7c7346df,15,17,3.266153e-03,3,53,0.3038,8.551549e-07,cpu,1747256769.491,5.120,0.7326,0.7326,N/A
StaticSplit_GPUx3,7c7346df,15,9,7.425170e-04,2,40,0.3268,7.372395e-06,cpu,1747256736.074,19.208,0.7306,0.7306,N/A
StaticSplit_GPUx3,7c7346df,15,12,5.157083e-03,1,96,0.0181,4.094185e-05,cpu,1747256755.282,12.935,0.7597,0.7597,N/A
StaticSplit_GPUx3,7c7346df,15,15,4.717234e-04,3,57,0.4096,1.725559e-07,cpu,1747256767.015,6.149,0.7061,0.7061,N/A
StaticSplit_GPUx3,7c7346df,15,18,4.778132e-03,2,114,0.0181,4.094185e-05,cpu,1747256773.164,3.086,0.7599,0.7599,N/A
StaticSplit_GPUx3,7c7346df,15,10,5.157083e-03,2,112,0.0181,4.057655e-05,cpu,1747256736.078,21.552,0.7622,0.7622,N/A
StaticSplit_GPUx3,7c7346df,15,13,5.157083e-03,2,112,0.0181,3.522974e-05,cpu,1747256757.630,13.799,0.7667,0.7667,N/A
StaticSplit_GPUx3,7c7346df,15,16,1.960280e-02,3,48,0.1018,1.114668e-07,cpu,1747256770.228,4.715,0.7373,0.7373,N/A
StaticSplit_GPUx3,7c7346df,15,19,5.041139e-03,3,172,0.0000,4.466384e-07,cpu,1747256774.943,2.871,0.7766,0.7766,N/A
StaticSplit_GPUx3,7c7346df,16,0,9.634031e-03,1,174,0.2968,9.018933e-07,cuda,1747256780.761,4.497,0.7432,0.7432,N/A
StaticSplit_GPUx3,7c7346df,16,1,3.748417e-03,3,176,0.0000,4.466384e-07,cuda,1747256785.258,2.764,0.7662,0.7662,N/A
StaticSplit_GPUx3,7c7346df,16,2,2.861144e-04,3,84,0.4086,1.184569e-06,cuda,1747256788.022,3.272,0.7137,0.7137,N/A
StaticSplit_GPUx3,7c7346df,16,3,3.650073e-04,3,60,0.4271,3.073310e-07,cuda,1747256791.295,3.500,0.7025,0.7025,N/A
StaticSplit_GPUx3,7c7346df,16,4,6.801621e-04,2,127,0.1713,8.875476e-07,cuda,1747256793.601,3.457,0.7400,0.7400,N/A
StaticSplit_GPUx3,7c7346df,16,5,4.168604e-03,2,120,0.0181,4.094185e-05,cuda,1747256797.058,3.694,0.7679,0.7679,N/A
StaticSplit_GPUx3,7c7346df,16,6,5.041139e-03,3,172,0.0000,4.466384e-07,cuda,1747256800.751,3.571,0.7692,0.7692,N/A
StaticSplit_GPUx3,7c7346df,16,7,5.773249e-03,3,172,0.0000,4.466384e-07,cuda,1747256804.322,3.237,0.7693,0.7693,N/A
StaticSplit_GPUx3,7c7346df,16,8,5.157083e-03,2,112,0.0181,3.522974e-05,cuda,1747256807.559,3.166,0.7776,0.7776,N/A
StaticSplit_GPUx3,7c7346df,16,11,3.157755e-02,3,147,0.1453,4.770192e-05,cpu,1747256780.824,32.526,0.7046,0.7046,N/A
StaticSplit_GPUx3,7c7346df,16,14,1.877032e-02,2,53,0.3343,2.566943e-07,cpu,1747256812.156,6.182,0.7342,0.7342,N/A
StaticSplit_GPUx3,7c7346df,16,17,5.157083e-03,2,112,0.0181,4.057655e-05,cpu,1747256818.338,4.594,0.7694,0.7694,N/A
StaticSplit_GPUx3,7c7346df,16,9,2.021221e-02,2,161,0.3677,3.565943e-05,cpu,1747256780.781,25.266,0.7216,0.7216,N/A
StaticSplit_GPUx3,7c7346df,16,12,2.002815e-03,1,41,0.3567,1.800868e-06,cpu,1747256804.854,8.602,0.7357,0.7357,N/A
StaticSplit_GPUx3,7c7346df,16,15,4.761347e-03,3,200,0.0000,4.466384e-07,cpu,1747256813.455,6.219,0.7763,0.7763,N/A
StaticSplit_GPUx3,7c7346df,16,18,6.661315e-03,1,99,0.3210,1.613047e-06,cpu,1747256819.674,4.200,0.7495,0.7495,N/A
StaticSplit_GPUx3,7c7346df,16,10,2.508888e-03,3,32,0.0303,5.942651e-06,cpu,1747256780.800,26.079,0.7433,0.7433,N/A
StaticSplit_GPUx3,7c7346df,16,13,4.761347e-03,3,160,0.0000,4.466384e-07,cpu,1747256805.685,12.022,0.7729,0.7729,N/A
StaticSplit_GPUx3,7c7346df,16,16,4.778132e-03,2,120,0.0087,4.094185e-05,cpu,1747256817.707,5.034,0.7743,0.7743,N/A
StaticSplit_GPUx3,7c7346df,16,19,3.681402e-03,3,172,0.0000,4.466384e-07,cpu,1747256822.742,2.884,0.7680,0.7680,N/A
StaticSplit_GPUx3,7c7346df,17,9,1.869520e-03,2,39,0.2784,4.037410e-06,cuda,1747256827.404,4.333,0.7339,0.7339,N/A
StaticSplit_GPUx3,7c7346df,17,12,4.761347e-03,3,176,0.0000,4.466384e-07,cuda,1747256831.737,2.979,0.7747,0.7747,N/A
StaticSplit_GPUx3,7c7346df,17,15,4.556346e-03,2,112,0.0181,3.522974e-05,cuda,1747256834.716,3.021,0.7743,0.7743,N/A
StaticSplit_GPUx3,7c7346df,17,18,4.778132e-03,1,120,0.0087,4.094185e-05,cuda,1747256837.737,2.447,0.7611,0.7611,N/A
StaticSplit_GPUx3,7c7346df,17,11,5.773249e-03,3,172,0.0000,5.349475e-07,cpu,1747256827.457,15.743,0.7710,0.7710,N/A
StaticSplit_GPUx3,7c7346df,17,14,2.292240e-04,3,63,0.3565,2.902608e-07,cpu,1747256843.199,6.799,0.7214,0.7214,N/A
StaticSplit_GPUx3,7c7346df,17,17,1.185446e-02,3,90,0.1472,2.954135e-07,cpu,1747256849.999,6.467,0.7454,0.7454,N/A
StaticSplit_GPUx3,7c7346df,17,10,1.593723e-04,3,57,0.1209,5.121901e-07,cpu,1747256827.427,16.103,0.7028,0.7028,N/A
StaticSplit_GPUx3,7c7346df,17,13,4.252127e-03,1,211,0.0926,3.806411e-07,cpu,1747256843.531,5.815,0.7579,0.7579,N/A
StaticSplit_GPUx3,7c7346df,17,16,5.157083e-03,3,112,0.0181,4.057655e-05,cpu,1747256849.345,6.518,0.7665,0.7665,N/A
StaticSplit_GPUx3,7c7346df,17,19,4.778132e-03,2,120,0.0087,3.174020e-05,cpu,1747256854.435,2.323,0.7647,0.7647,N/A
StaticSplit_GPUx3,7c7346df,17,0,1.115611e-03,3,128,0.1167,4.500953e-06,cpu,1747256827.342,15.322,0.7542,0.7542,N/A
StaticSplit_GPUx3,7c7346df,17,1,8.179682e-04,2,61,0.1797,5.199753e-05,cpu,1747256842.664,4.910,0.7325,0.7325,N/A
StaticSplit_GPUx3,7c7346df,17,2,5.157083e-03,2,112,0.0181,3.522974e-05,cpu,1747256847.574,4.071,0.7704,0.7704,N/A
StaticSplit_GPUx3,7c7346df,17,3,9.083805e-03,3,83,0.3351,8.584178e-07,cpu,1747256851.645,5.857,0.7392,0.7392,N/A
StaticSplit_GPUx3,7c7346df,17,4,5.773249e-03,3,172,0.0000,4.466384e-07,cpu,1747256856.073,2.477,0.7698,0.7698,N/A
StaticSplit_GPUx3,7c7346df,17,5,4.761347e-03,2,200,0.0000,4.466384e-07,cpu,1747256858.550,2.038,0.7633,0.7633,N/A
StaticSplit_GPUx3,7c7346df,17,6,2.404697e-04,3,185,0.1255,1.107594e-07,cpu,1747256860.588,2.619,0.7360,0.7360,N/A
StaticSplit_GPUx3,7c7346df,17,7,4.761347e-03,3,160,0.0000,4.466384e-07,cpu,1747256863.208,2.349,0.7655,0.7655,N/A
StaticSplit_GPUx3,7c7346df,17,8,3.896136e-03,3,196,0.4484,4.456122e-07,cpu,1747256865.557,2.870,0.7375,0.7375,N/A
StaticSplit_GPUx3,7c7346df,18,9,8.543335e-04,2,66,0.2782,2.999241e-05,cuda,1747256871.427,4.301,0.7303,0.7303,N/A
StaticSplit_GPUx3,7c7346df,18,12,5.773249e-03,3,172,0.0000,5.380792e-07,cuda,1747256875.728,3.057,0.7706,0.7706,N/A
StaticSplit_GPUx3,7c7346df,18,15,1.494338e-02,2,46,0.1648,1.142271e-07,cuda,1747256878.785,2.715,0.7494,0.7494,N/A
StaticSplit_GPUx3,7c7346df,18,18,3.904783e-04,1,159,0.0999,5.164008e-07,cuda,1747256881.499,3.050,0.7281,0.7281,N/A
StaticSplit_GPUx3,7c7346df,18,11,1.004316e-04,2,254,0.3119,4.787752e-06,cpu,1747256871.467,15.892,0.7224,0.7224,N/A
StaticSplit_GPUx3,7c7346df,18,14,2.252949e-04,3,95,0.0006,4.550839e-06,cpu,1747256886.008,5.761,0.7348,0.7348,N/A
StaticSplit_GPUx3,7c7346df,18,17,5.773249e-03,3,172,0.0000,5.349475e-07,cpu,1747256891.769,4.341,0.7804,0.7804,N/A
StaticSplit_GPUx3,7c7346df,18,10,5.773249e-03,3,144,0.0000,4.466384e-07,cpu,1747256871.430,15.145,0.7623,0.7623,N/A
StaticSplit_GPUx3,7c7346df,18,13,3.598258e-03,2,112,0.0181,3.522974e-05,cpu,1747256885.223,5.880,0.7717,0.7717,N/A
StaticSplit_GPUx3,7c7346df,18,16,4.761347e-03,3,176,0.0000,4.466384e-07,cpu,1747256891.103,5.258,0.7446,0.7446,N/A
StaticSplit_GPUx3,7c7346df,18,19,5.157083e-03,3,112,0.0181,4.057655e-05,cpu,1747256896.360,2.786,0.7644,0.7644,N/A
StaticSplit_GPUx3,7c7346df,18,0,6.759675e-03,3,172,0.0000,4.466384e-07,cpu,1747256871.365,16.384,0.7647,0.7647,N/A
StaticSplit_GPUx3,7c7346df,18,1,1.090187e-04,2,140,0.4700,9.700913e-05,cpu,1747256886.398,4.708,0.6834,0.6834,N/A
StaticSplit_GPUx3,7c7346df,18,2,7.610945e-04,3,33,0.1695,1.210163e-05,cpu,1747256891.105,6.642,0.7277,0.7277,N/A
StaticSplit_GPUx3,7c7346df,18,3,4.761347e-03,3,176,0.0317,4.466384e-07,cpu,1747256897.748,2.795,0.7723,0.7723,N/A
StaticSplit_GPUx3,7c7346df,18,4,3.344063e-03,1,80,0.4593,2.502538e-06,cpu,1747256900.543,1.547,0.7389,0.7389,N/A
StaticSplit_GPUx3,7c7346df,18,5,4.424018e-03,3,172,0.0000,4.466384e-07,cpu,1747256902.090,2.353,0.7697,0.7697,N/A
StaticSplit_GPUx3,7c7346df,18,6,6.308597e-03,3,112,0.0181,4.057655e-05,cpu,1747256904.443,2.246,0.7607,0.7607,N/A
