hpo_approach_id,run_id,macro_iteration,cpu_worker_id,config_batch_idx,lr,num_layers,hidden_size,dropout,l2,screen_time_abs,screen_duration_s,screen_accuracy_1epoch,screen_final_loss_1epoch,screen_loss_decrease,promoted_to_gpu
MultiStage_CPUScreen_GPUFull,ae85eb4c,23,1,1,9.314532e-03,1,84,0.3447,1.617312e-06,1747259049.169,0.081,0.6570,0.8464,1.1761,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,23,1,4,5.817866e-03,1,120,0.0001,6.056448e-05,1747259049.490,0.145,0.6580,0.8636,1.1639,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,23,1,5,5.817866e-03,3,120,0.0092,6.056448e-05,1747259049.634,0.232,0.6430,0.8690,1.0914,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,23,1,0,6.674426e-03,2,120,0.0092,6.056448e-05,1747259048.998,0.171,0.5965,0.8739,1.0285,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,23,1,7,1.829998e-03,1,62,0.2594,6.232287e-05,1747259049.953,0.141,0.5935,1.3817,0.4937,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,23,1,6,7.429690e-04,2,41,0.3765,3.888971e-06,1747259049.866,0.087,0.4810,1.8002,0.1279,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,23,1,3,5.415796e-04,3,31,0.2463,1.616856e-07,1747259049.372,0.118,0.0625,1.8944,0.0602,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,23,2,2,5.195000e-03,1,128,0.0917,6.721369e-07,1747259049.693,0.144,0.6655,0.8731,1.1595,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,23,2,5,7.080113e-03,1,128,0.0670,6.721369e-07,1747259050.308,0.122,0.6720,0.8242,1.1388,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,23,2,1,5.330936e-03,1,104,0.0670,6.681460e-07,1747259049.358,0.335,0.6440,0.8818,1.1071,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,23,2,3,4.729753e-03,1,128,0.0670,6.721369e-07,1747259049.837,0.348,0.6690,0.8421,0.9806,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,23,2,4,1.124607e-03,2,71,0.3539,9.668161e-07,1747259050.185,0.123,0.5865,1.6213,0.3394,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,23,2,7,2.557237e-04,1,105,0.2401,3.009122e-05,1747259050.556,0.142,0.3650,1.8424,0.1234,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,23,2,6,2.472099e-04,3,79,0.3343,1.616062e-07,1747259050.430,0.126,0.3745,1.8783,0.0606,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,23,2,0,1.481373e-04,1,37,0.1057,3.451150e-06,1747259048.998,0.360,0.2605,1.8838,0.0293,False
MultiStage_CPUScreen_GPUFull,ca9de40a,23,0,0,1.005728e-02,3,80,0.0000,5.033674e-07,1747259048.998,0.249,0.6615,0.8257,1.1450,True
MultiStage_CPUScreen_GPUFull,ca9de40a,23,0,2,6.320813e-03,2,85,0.1347,1.000633e-06,1747259049.546,0.143,0.6720,0.8511,1.1348,True
MultiStage_CPUScreen_GPUFull,ca9de40a,23,0,1,6.898493e-03,2,80,0.1697,5.743226e-07,1747259049.247,0.298,0.6850,0.8476,1.1334,True
MultiStage_CPUScreen_GPUFull,ca9de40a,23,0,3,7.887132e-03,2,80,0.0000,5.033674e-07,1747259049.689,0.332,0.6620,0.8287,1.1214,True
MultiStage_CPUScreen_GPUFull,ca9de40a,23,0,7,6.459866e-03,3,80,0.0000,5.033674e-07,1747259050.619,0.128,0.6155,0.9657,0.9496,False
MultiStage_CPUScreen_GPUFull,ca9de40a,23,0,5,3.043501e-03,3,23,0.1054,4.312901e-06,1747259050.240,0.166,0.5540,1.4961,0.4794,False
MultiStage_CPUScreen_GPUFull,ca9de40a,23,0,4,1.510426e-03,2,36,0.3108,1.621086e-07,1747259050.021,0.218,0.4930,1.6993,0.3062,False
MultiStage_CPUScreen_GPUFull,ca9de40a,23,0,6,2.937877e-04,1,124,0.1870,5.944664e-06,1747259050.406,0.214,0.5185,1.7502,0.1661,False
MultiStage_CPUScreen_GPUFull,ca9de40a,24,0,5,6.898493e-03,2,104,0.0000,5.743226e-07,1747259083.808,0.195,0.6960,0.8006,1.1625,True
MultiStage_CPUScreen_GPUFull,ca9de40a,24,0,4,8.607964e-03,2,80,0.0000,5.743226e-07,1747259083.671,0.137,0.6765,0.7992,1.1325,True
MultiStage_CPUScreen_GPUFull,ca9de40a,24,0,7,6.898493e-03,2,80,0.0000,5.743226e-07,1747259084.205,0.204,0.6745,0.8619,1.1085,True
MultiStage_CPUScreen_GPUFull,ca9de40a,24,0,1,6.898493e-03,2,80,0.1959,5.743226e-07,1747259083.107,0.089,0.6720,0.8665,1.0713,True
MultiStage_CPUScreen_GPUFull,ca9de40a,24,0,3,5.791030e-03,3,80,0.0000,4.565253e-07,1747259083.409,0.262,0.6650,0.9273,1.0695,False
MultiStage_CPUScreen_GPUFull,ca9de40a,24,0,0,7.887132e-03,3,80,0.0000,6.107786e-07,1747259082.812,0.295,0.6060,0.9455,1.0380,False
MultiStage_CPUScreen_GPUFull,ca9de40a,24,0,2,5.272197e-03,1,62,0.4163,3.592019e-05,1747259083.196,0.213,0.6425,0.9590,0.9746,False
MultiStage_CPUScreen_GPUFull,ca9de40a,24,0,6,5.846054e-05,2,39,0.3084,1.294707e-05,1747259084.003,0.201,0.0335,1.9610,0.0115,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,24,2,1,5.330936e-03,1,224,0.0000,6.721369e-07,1747259082.992,0.327,0.6715,0.7856,1.1763,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,24,2,6,4.729753e-03,1,152,0.0670,6.721369e-07,1747259084.055,0.156,0.6415,0.8675,1.1383,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,24,2,2,4.743662e-03,1,128,0.0670,6.721369e-07,1747259083.319,0.185,0.6530,0.8778,1.1246,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,24,2,3,5.195000e-03,1,128,0.0670,6.364343e-07,1747259083.504,0.189,0.6380,0.8715,1.0982,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,24,2,4,5.195000e-03,1,144,0.0670,6.721369e-07,1747259083.693,0.157,0.6655,0.8447,1.0532,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,24,2,0,5.195000e-03,1,168,0.0670,6.721369e-07,1747259082.813,0.179,0.6655,0.8115,1.0527,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,24,2,5,7.400157e-03,1,19,0.3386,1.678808e-06,1747259083.850,0.205,0.6240,1.1545,0.7540,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,24,2,7,1.308709e-04,2,25,0.0552,8.460790e-07,1747259084.211,0.238,0.0875,1.9162,0.0154,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,24,1,3,5.817866e-03,1,120,0.0001,6.056448e-05,1747259083.408,0.176,0.6470,0.8481,1.1686,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,24,1,1,5.263815e-03,2,96,0.0001,6.056448e-05,1747259083.020,0.235,0.6300,0.8809,1.1148,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,24,1,4,5.817866e-03,2,120,0.0000,6.056448e-05,1747259083.584,0.329,0.6820,0.7914,1.0984,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,24,1,0,5.817866e-03,2,120,0.0001,3.925171e-05,1747259082.812,0.208,0.6570,0.8317,1.0888,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,24,1,5,5.263815e-03,2,96,0.0001,6.056448e-05,1747259083.913,0.327,0.6465,0.8858,1.0796,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,24,1,6,5.817866e-03,2,120,0.0000,6.056448e-05,1747259084.240,0.131,0.6390,0.8495,1.0651,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,24,1,7,5.263815e-03,3,90,0.0001,6.056448e-05,1747259084.370,0.159,0.5795,0.9779,0.9941,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,24,1,2,3.623251e-04,1,23,0.4914,7.401457e-07,1747259083.255,0.153,0.0550,2.0344,0.0551,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,25,2,0,5.330936e-03,2,176,0.0000,6.721369e-07,1747259114.440,0.155,0.6915,0.7721,1.2039,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,25,2,5,4.463379e-03,1,128,0.0670,6.721369e-07,1747259115.242,0.092,0.6260,0.9051,1.1495,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,25,2,3,4.729753e-03,1,128,0.0670,7.708108e-07,1747259114.872,0.183,0.6285,0.8664,1.1097,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,25,2,4,3.502989e-03,1,176,0.0000,6.721369e-07,1747259115.055,0.187,0.6400,0.9083,1.0591,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,25,2,1,4.729753e-03,1,128,0.0386,6.721369e-07,1747259114.595,0.087,0.6415,0.8710,0.9940,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,25,2,6,6.571320e-03,3,16,0.4508,1.140527e-06,1747259115.333,0.254,0.4725,1.4226,0.4316,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,25,2,2,3.791710e-04,1,22,0.1279,1.166296e-07,1747259114.682,0.190,0.1240,1.9789,0.0596,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,25,2,7,2.770853e-04,3,18,0.4390,1.852653e-05,1747259115.587,0.370,0.0335,2.0581,0.0135,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,25,1,6,5.817866e-03,2,136,0.0001,6.056448e-05,1747259115.824,0.206,0.6275,0.8847,1.0796,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,25,1,5,5.263815e-03,2,96,0.0191,6.056448e-05,1747259115.732,0.092,0.6250,0.8982,1.0570,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,25,1,2,6.801070e-03,1,61,0.3570,4.565201e-06,1747259114.980,0.150,0.6275,0.8996,1.0547,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,25,1,3,5.817866e-03,2,120,0.0001,8.116646e-05,1747259115.129,0.300,0.6450,0.8654,1.0392,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,25,1,4,5.263815e-03,2,96,0.0001,7.578518e-05,1747259115.430,0.302,0.6575,0.8950,1.0142,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,25,1,0,2.040465e-03,1,85,0.3701,6.802208e-06,1747259114.440,0.294,0.5850,1.2746,0.5814,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,25,1,1,7.382429e-04,3,19,0.4458,8.220811e-06,1747259114.735,0.245,0.4885,1.7429,0.0524,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,25,1,7,6.307411e-05,3,125,0.3273,6.948180e-05,1747259116.030,0.162,0.2635,1.9059,0.0287,False
MultiStage_CPUScreen_GPUFull,ca9de40a,25,0,1,6.898493e-03,2,80,0.0000,5.743226e-07,1747259114.760,0.175,0.6535,0.8437,1.1653,True
MultiStage_CPUScreen_GPUFull,ca9de40a,25,0,4,8.441792e-03,3,80,0.0000,4.565253e-07,1747259115.524,0.098,0.6925,0.8096,1.1060,True
MultiStage_CPUScreen_GPUFull,ca9de40a,25,0,3,1.049168e-02,3,80,0.0000,4.565253e-07,1747259115.215,0.308,0.6970,0.7836,1.0944,True
MultiStage_CPUScreen_GPUFull,ca9de40a,25,0,5,1.052962e-02,3,80,0.0000,4.565253e-07,1747259115.622,0.244,0.6695,0.8557,1.0936,True
MultiStage_CPUScreen_GPUFull,ca9de40a,25,0,2,7.887132e-03,3,104,0.0000,4.565253e-07,1747259114.935,0.280,0.6710,0.8491,1.0708,False
MultiStage_CPUScreen_GPUFull,ca9de40a,25,0,0,7.887132e-03,3,80,0.0000,5.705916e-07,1747259114.440,0.321,0.6325,0.8934,1.0357,False
MultiStage_CPUScreen_GPUFull,ca9de40a,25,0,6,7.887132e-03,3,80,0.0000,4.565253e-07,1747259115.866,0.127,0.5830,1.0127,0.9500,False
MultiStage_CPUScreen_GPUFull,ca9de40a,25,0,7,7.426974e-05,1,21,0.0292,7.102736e-05,1747259115.994,0.235,0.4365,1.7774,0.0104,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,26,1,7,5.263815e-03,1,96,0.0001,6.056448e-05,1747259147.077,0.167,0.6425,0.9051,1.1636,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,26,1,6,5.817866e-03,2,120,0.0001,7.499632e-05,1747259146.890,0.187,0.6630,0.8279,1.1605,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,26,1,3,5.817866e-03,2,120,0.0092,7.558280e-05,1747259146.341,0.129,0.6515,0.8405,1.1474,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,26,1,5,5.817866e-03,2,160,0.0001,6.056448e-05,1747259146.596,0.294,0.6860,0.7915,1.1046,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,26,1,4,5.263815e-03,2,96,0.0000,6.056448e-05,1747259146.469,0.127,0.6760,0.8806,1.0720,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,26,1,1,5.817866e-03,2,120,0.1501,6.056448e-05,1747259146.141,0.092,0.6600,0.8959,1.0137,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,26,1,2,5.817866e-03,2,80,0.0092,6.056448e-05,1747259146.233,0.107,0.6520,0.8769,0.9940,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,26,1,0,3.526641e-04,1,54,0.2269,4.356129e-06,1747259145.890,0.251,0.0810,2.0053,0.1140,False
MultiStage_CPUScreen_GPUFull,ca9de40a,26,0,0,6.898493e-03,2,104,0.0000,5.743226e-07,1747259145.891,0.189,0.6875,0.8165,1.1754,True
MultiStage_CPUScreen_GPUFull,ca9de40a,26,0,2,7.887132e-03,3,80,0.0000,5.988329e-07,1747259146.376,0.316,0.6745,0.8171,1.1060,True
MultiStage_CPUScreen_GPUFull,ca9de40a,26,0,7,7.887132e-03,3,80,0.0000,4.565253e-07,1747259147.392,0.214,0.6220,0.8971,1.0535,True
MultiStage_CPUScreen_GPUFull,ca9de40a,26,0,1,6.898493e-03,3,80,0.0000,5.743226e-07,1747259146.080,0.296,0.6870,0.8768,1.0397,True
MultiStage_CPUScreen_GPUFull,ca9de40a,26,0,5,6.898493e-03,2,80,0.0000,5.743226e-07,1747259147.084,0.179,0.6865,0.8104,1.0231,False
MultiStage_CPUScreen_GPUFull,ca9de40a,26,0,6,5.035194e-04,2,110,0.2553,6.120945e-06,1747259147.263,0.129,0.5215,1.6415,0.2959,False
MultiStage_CPUScreen_GPUFull,ca9de40a,26,0,4,7.866696e-05,1,107,0.1161,5.130909e-07,1747259146.798,0.286,0.1190,1.9510,0.0417,False
MultiStage_CPUScreen_GPUFull,ca9de40a,26,0,3,6.180619e-05,3,26,0.0031,1.439240e-06,1747259146.692,0.106,0.3335,1.9067,0.0058,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,26,2,1,5.330936e-03,1,176,0.0000,8.420953e-07,1747259146.022,0.346,0.6780,0.8043,1.1767,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,26,2,3,4.729753e-03,1,128,0.0670,7.380973e-07,1747259146.615,0.218,0.6460,0.8854,1.1506,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,26,2,5,3.502989e-03,1,176,0.1056,6.721369e-07,1747259147.048,0.212,0.6465,0.9177,1.1274,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,26,2,6,4.729753e-03,1,128,0.0670,6.499779e-07,1747259147.260,0.239,0.6540,0.8628,1.0937,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,26,2,4,3.502989e-03,1,176,0.1453,6.721369e-07,1747259146.833,0.215,0.6295,0.9089,1.0619,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,26,2,2,4.729753e-03,1,128,0.0670,8.126591e-07,1747259146.369,0.246,0.6540,0.8583,1.0505,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,26,2,7,3.502989e-03,1,176,0.0000,9.164360e-07,1747259147.499,0.135,0.6700,0.8956,0.9740,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,26,2,0,1.034086e-03,3,17,0.0837,6.260260e-07,1747259145.891,0.132,0.4730,1.7981,0.0717,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,27,2,2,5.541391e-03,1,176,0.0000,6.721369e-07,1747259178.380,0.142,0.6810,0.8009,1.1934,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,27,2,6,5.330936e-03,1,176,0.1901,6.721369e-07,1747259179.040,0.186,0.6865,0.8383,1.1207,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,27,2,3,4.729753e-03,1,96,0.0670,6.721369e-07,1747259178.522,0.178,0.6350,0.8979,1.1087,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,27,2,0,4.729753e-03,1,128,0.0670,4.087486e-07,1747259177.925,0.309,0.6450,0.8540,1.0889,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,27,2,1,3.502989e-03,1,176,0.0000,6.721369e-07,1747259178.234,0.146,0.6660,0.8680,1.0458,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,27,2,7,4.729753e-03,1,128,0.0670,6.721369e-07,1747259179.226,0.114,0.6640,0.8594,1.0438,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,27,2,4,3.217455e-04,1,17,0.1008,2.393161e-06,1747259178.700,0.147,0.2930,1.9451,0.0413,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,27,2,5,1.871663e-04,3,18,0.0127,9.528046e-06,1747259178.847,0.193,0.0725,1.9999,0.0135,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,27,1,7,4.155603e-03,2,120,0.0001,6.056448e-05,1747259179.135,0.332,0.6405,0.9076,1.0612,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,27,1,6,5.263815e-03,2,96,0.0001,5.562342e-05,1747259178.900,0.234,0.6325,0.9110,1.0518,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,27,1,4,5.263815e-03,2,96,0.0001,3.699617e-05,1747259178.497,0.235,0.6790,0.8423,1.0334,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,27,1,3,3.667801e-03,3,99,0.1593,1.610838e-06,1747259178.279,0.218,0.5045,1.0283,0.8999,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,27,1,5,4.840477e-04,1,24,0.0736,1.333987e-07,1747259178.732,0.169,0.3965,1.8883,0.0811,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,27,1,0,2.041973e-04,3,69,0.4370,1.655634e-05,1747259177.926,0.122,0.2225,1.9051,0.0410,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,27,1,2,6.872947e-05,3,119,0.4231,2.120301e-07,1747259178.138,0.141,0.0655,1.9305,0.0257,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,27,1,1,6.306873e-05,3,95,0.4759,3.230052e-06,1747259178.048,0.090,0.0555,1.9860,0.0185,False
MultiStage_CPUScreen_GPUFull,ca9de40a,27,0,2,6.898493e-03,2,80,0.1137,5.743226e-07,1747259178.655,0.354,0.6710,0.8615,1.1097,True
MultiStage_CPUScreen_GPUFull,ca9de40a,27,0,0,6.898493e-03,2,88,0.0000,5.743226e-07,1747259177.926,0.509,0.6720,0.8256,1.1072,True
MultiStage_CPUScreen_GPUFull,ca9de40a,27,0,1,7.887132e-03,3,72,0.0000,4.565253e-07,1747259178.435,0.220,0.6545,0.8795,1.0768,True
MultiStage_CPUScreen_GPUFull,ca9de40a,27,0,5,6.999354e-03,3,80,0.0000,5.033674e-07,1747259179.418,0.119,0.6430,0.9010,1.0599,True
MultiStage_CPUScreen_GPUFull,ca9de40a,27,0,3,7.887132e-03,3,72,0.0000,5.033674e-07,1747259179.010,0.216,0.6340,0.8984,1.0565,False
MultiStage_CPUScreen_GPUFull,ca9de40a,27,0,7,7.456234e-03,2,80,0.0000,5.743226e-07,1747259179.637,0.082,0.6680,0.8391,1.0552,False
MultiStage_CPUScreen_GPUFull,ca9de40a,27,0,4,3.627360e-04,3,64,0.4544,7.233955e-05,1747259179.226,0.192,0.3620,1.8708,0.0749,False
MultiStage_CPUScreen_GPUFull,ca9de40a,27,0,6,5.894327e-05,3,48,0.0433,4.221197e-07,1747259179.538,0.099,0.4785,1.9342,0.0082,False
MultiStage_CPUScreen_GPUFull,ca9de40a,28,0,3,7.887132e-03,3,80,0.0000,3.127175e-07,1747259211.459,0.084,0.6415,0.8614,1.1020,True
MultiStage_CPUScreen_GPUFull,ca9de40a,28,0,1,7.887132e-03,3,80,0.0310,5.033674e-07,1747259211.284,0.090,0.6490,0.8809,1.0948,True
MultiStage_CPUScreen_GPUFull,ca9de40a,28,0,6,7.887132e-03,3,48,0.0000,4.565253e-07,1747259211.884,0.300,0.6630,0.8714,1.0889,True
MultiStage_CPUScreen_GPUFull,ca9de40a,28,0,0,7.887132e-03,3,80,0.0000,5.033674e-07,1747259210.855,0.430,0.6700,0.8509,1.0274,True
MultiStage_CPUScreen_GPUFull,ca9de40a,28,0,5,7.887132e-03,3,64,0.0000,5.033674e-07,1747259211.747,0.137,0.6040,0.9466,0.9844,False
MultiStage_CPUScreen_GPUFull,ca9de40a,28,0,2,1.659519e-04,2,91,0.4515,8.780050e-05,1747259211.374,0.085,0.3815,1.8937,0.0591,False
MultiStage_CPUScreen_GPUFull,ca9de40a,28,0,4,5.313346e-05,3,68,0.4934,1.060356e-07,1747259211.544,0.203,0.0955,1.9212,0.0096,False
MultiStage_CPUScreen_GPUFull,ca9de40a,28,0,7,7.573533e-05,3,45,0.4907,3.497988e-07,1747259212.184,0.170,0.4900,1.8576,0.0087,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,28,1,6,7.203190e-03,1,116,0.3271,1.914575e-05,1747259211.955,0.266,0.6625,0.8438,1.2301,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,28,1,2,5.817866e-03,2,120,0.0000,6.056448e-05,1747259211.074,0.081,0.6800,0.8219,1.1869,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,28,1,0,5.817866e-03,2,120,0.0092,4.888421e-05,1747259210.854,0.120,0.6550,0.8622,1.1528,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,28,1,1,7.586639e-03,2,120,0.0092,6.056448e-05,1747259210.974,0.100,0.6550,0.8214,1.1472,True
MultiStage_CPUScreen_GPUFull,ae85eb4c,28,1,3,5.817866e-03,2,120,0.1218,6.056448e-05,1747259211.155,0.097,0.6390,0.8415,1.1236,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,28,1,5,5.263815e-03,3,96,0.0001,6.056448e-05,1747259211.706,0.248,0.6380,0.9256,1.0615,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,28,1,7,5.016582e-03,2,96,0.0001,6.056448e-05,1747259212.220,0.155,0.6370,0.8975,0.9871,False
MultiStage_CPUScreen_GPUFull,ae85eb4c,28,1,4,1.779892e-04,2,51,0.4190,1.186617e-05,1747259211.252,0.454,0.0855,1.9629,0.0442,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,28,2,7,5.330936e-03,1,176,0.0000,6.721369e-07,1747259212.545,0.081,0.6750,0.7901,1.1658,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,28,2,0,4.729753e-03,1,128,0.0670,6.721369e-07,1747259210.854,0.702,0.6510,0.8971,1.1356,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,28,2,1,3.502989e-03,2,176,0.0000,6.721369e-07,1747259211.556,0.128,0.6880,0.8251,1.1208,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,28,2,2,5.330936e-03,1,176,0.0000,7.851366e-07,1747259211.684,0.246,0.6645,0.7995,1.1204,True
MultiStage_CPUScreen_GPUFull,2ce8a1ae,28,2,6,4.729753e-03,1,128,0.0670,6.721369e-07,1747259212.465,0.080,0.6310,0.8705,1.0993,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,28,2,5,4.729753e-03,2,128,0.0670,6.721369e-07,1747259212.372,0.094,0.6420,0.9016,1.0735,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,28,2,4,3.502989e-03,1,208,0.0000,6.721369e-07,1747259212.124,0.248,0.6405,0.9037,1.0539,False
MultiStage_CPUScreen_GPUFull,2ce8a1ae,28,2,3,3.987553e-05,2,118,0.3626,9.839030e-07,1747259211.930,0.194,0.3130,1.9098,0.0224,False
